event_id,site_id,date_time,event_type,severity,is_lti,near_miss_flag,contributing_factor
SAFE00875,QLD001,2024-05-13 15:00:00,Incident - Minor Injury,high,false,false,Procedure not followed
SAFE00876,NSW001,2024-11-15 20:00:00,near miss,LOW,false,false,Inadequate training
SAFE00877,NSW001,2024-10-14 09:00:00,Incident - Minor Injury,high,false,false,Communication breakdown
SAFE00878,WA001,2024-12-06 09:00:00,incident - first aid,low,false,false,Environmental conditions
SAFE00879,NSW001,2024-10-08 17:00:00,Fall from Height,LOW,false,false,Operator error
SAFE00880,QLD001,2024-01-25 08:00:00,Near Miss,high,false,true,Procedure not followed
SAFE00881,NSW001,2024-11-06 04:00:00,incident - minor injury,High,false,false,Communication breakdown
SAFE00882,WA001,2024-01-28 09:00:00,EQUIPMENT COLLISION,Low,false,false,Operator error
SAFE00883,WA001,2024-01-22 17:00:00,incident - minor injury,MEDIUM,false,false,Environmental conditions
SAFE00884,NSW001,2024-12-18 11:00:00,Near Miss,MEDIUM,false,true,Procedure not followed
SAFE00885,QLD001,2024-10-06 03:00:00,Near Miss,HIGH,false,true,Inadequate training
SAFE00886,QLD001,2024-12-28 09:00:00,Fall from Height,LOW,false,false,Operator error
SAFE00887,WA001,2024-09-22 17:00:00,EQUIPMENT COLLISION,MEDIUM,false,false,Environmental conditions
SAFE00888,NSW001,2024-01-23 12:00:00,Near Miss,LOW,false,true,Inadequate training
SAFE00889,QLD001,2024-11-29 05:00:00,confined space entry,low,false,false,Environmental conditions
SAFE00890,QLD001,2024-01-23 09:00:00,equipment collision,HIGH,false,false,Operator error
SAFE00891,WA001,2024-03-15 14:00:00,confined space entry,Medium,false,false,Equipment malfunction
SAFE00892,NSW001,2024-03-07 00:00:00,Hazard Reported,low,false,false,Equipment malfunction
SAFE00893,WA001,2024-09-10 07:00:00,hazard reported,Low,false,false,Inadequate training
SAFE00894,QLD001,2024-09-03 01:00:00,fall from height,Low,false,false,Inadequate training
SAFE00895,NSW001,2024-07-02 19:00:00,fall from height,High,false,false,Operator error
SAFE00896,QLD001,2024-12-24 12:00:00,incident - minor injury,HIGH,false,false,Communication breakdown
SAFE00897,QLD001,2024-07-03 17:00:00,safety inspection,high,false,false,Equipment malfunction
SAFE00898,NSW001,2024-09-03 18:00:00,Equipment Collision,Medium,false,false,Procedure not followed
SAFE00899,WA001,2024-04-26 05:00:00,incident - minor injury,MEDIUM,false,false,Communication breakdown
SAFE00900,NSW001,2024-01-13 04:00:00,incident - minor injury,Low,false,false,Equipment malfunction
SAFE00901,QLD001,2024-01-27 23:00:00,Fall from Height,LOW,false,false,Environmental conditions
SAFE00902,QLD001,2024-02-24 18:00:00,near miss,LOW,false,false,Communication breakdown
SAFE00903,QLD001,2024-11-24 03:00:00,Confined Space Entry,Medium,false,false,Environmental conditions
SAFE00904,QLD001,2024-10-09 14:00:00,FALL FROM HEIGHT,Low,false,false,Inadequate training
SAFE00905,QLD001,2024-02-19 10:00:00,hazard reported,high,false,false,Equipment malfunction
SAFE00906,NSW001,2024-04-18 02:00:00,Equipment Collision,Medium,false,false,Equipment malfunction
SAFE00907,NSW001,2024-06-15 10:00:00,Safety Inspection,Medium,false,false,Equipment malfunction
SAFE00908,NSW001,2024-05-17 06:00:00,Safety Inspection,HIGH,false,false,Inadequate training
SAFE00909,WA001,2024-01-05 12:00:00,fall from height,MEDIUM,false,false,Communication breakdown
SAFE00910,QLD001,2024-09-24 18:00:00,near miss,Medium,false,false,Equipment malfunction
SAFE00911,QLD001,2024-02-10 10:00:00,confined space entry,high,false,false,Equipment malfunction
SAFE00912,WA001,2024-02-29 13:00:00,Safety Inspection,Medium,false,false,Operator error
SAFE00913,NSW001,2024-02-08 00:00:00,confined space entry,HIGH,false,false,Equipment malfunction
SAFE00914,WA001,2024-10-22 23:00:00,near miss,MEDIUM,false,false,Equipment malfunction
SAFE00915,NSW001,2024-03-14 09:00:00,Fall from Height,high,false,false,Environmental conditions
SAFE00916,WA001,2024-06-02 18:00:00,HAZARD REPORTED,HIGH,false,false,Environmental conditions
SAFE00917,NSW001,2024-12-24 17:00:00,Safety Inspection,Medium,false,false,Inadequate training
SAFE00918,NSW001,2024-12-09 07:00:00,Confined Space Entry,MEDIUM,false,false,Communication breakdown
SAFE00919,NSW001,2024-12-26 12:00:00,Incident - Minor Injury,Low,false,false,Operator error
SAFE00920,QLD001,2024-01-05 16:00:00,near miss,low,false,false,Inadequate training
SAFE00921,WA001,2024-02-08 13:00:00,incident - first aid,High,false,false,Equipment malfunction
SAFE00922,NSW001,2024-04-13 22:00:00,Incident - Minor Injury,low,false,false,Communication breakdown
SAFE00923,NSW001,2024-10-04 06:00:00,Incident - First Aid,LOW,false,false,Procedure not followed
SAFE00924,WA001,2024-12-16 17:00:00,Equipment Collision,High,false,false,Procedure not followed
SAFE00925,WA001,2024-12-11 07:00:00,equipment collision,High,false,false,Operator error
SAFE00926,QLD001,2024-06-24 06:00:00,incident - first aid,HIGH,false,false,Procedure not followed
SAFE00927,NSW001,2024-09-15 20:00:00,Hazard Reported,low,false,false,Environmental conditions
SAFE00928,QLD001,2024-11-04 18:00:00,SAFETY INSPECTION,HIGH,false,false,Operator error
SAFE00929,NSW001,2024-08-22 07:00:00,Incident - Minor Injury,Medium,false,false,Inadequate training
SAFE00930,WA001,2024-10-22 16:00:00,fall from height,LOW,false,false,Operator error
SAFE00931,NSW001,2024-08-04 04:00:00,Confined Space Entry,HIGH,false,false,Inadequate training
SAFE00932,WA001,2024-10-18 06:00:00,confined space entry,High,false,false,Procedure not followed
SAFE00933,NSW001,2024-03-28 13:00:00,incident - first aid,HIGH,false,false,Operator error
SAFE00934,WA001,2024-12-29 18:00:00,fall from height,Medium,false,false,Communication breakdown
SAFE00935,QLD001,2024-07-12 08:00:00,fall from height,HIGH,false,false,Procedure not followed
SAFE00936,WA001,2024-11-18 20:00:00,hazard reported,LOW,false,false,Communication breakdown
SAFE00937,WA001,2024-12-15 05:00:00,Incident - Minor Injury,LOW,false,false,Operator error
SAFE00938,QLD001,2024-11-05 04:00:00,Incident - First Aid,HIGH,false,false,Inadequate training
SAFE00939,NSW001,2024-09-16 17:00:00,Near Miss,High,false,true,Equipment malfunction
SAFE00940,QLD001,2024-01-18 03:00:00,incident - first aid,high,false,false,Environmental conditions
SAFE00941,QLD001,2024-07-19 19:00:00,hazard reported,Medium,false,false,Operator error
SAFE00942,QLD001,2024-08-26 01:00:00,near miss,LOW,false,false,Procedure not followed
SAFE00943,NSW001,2024-02-11 02:00:00,Incident - Minor Injury,MEDIUM,false,false,Inadequate training
SAFE00944,WA001,2024-03-05 18:00:00,Fall from Height,HIGH,false,false,Equipment malfunction
SAFE00945,QLD001,2024-02-19 15:00:00,Incident - Minor Injury,LOW,false,false,Inadequate training
SAFE00946,WA001,2024-03-12 10:00:00,NEAR MISS,HIGH,false,false,Communication breakdown
SAFE00947,WA001,2024-03-11 04:00:00,incident - first aid,MEDIUM,false,false,Environmental conditions
SAFE00948,QLD001,2024-12-28 05:00:00,Near Miss,Low,false,true,Procedure not followed
SAFE00949,NSW001,2024-11-05 08:00:00,Hazard Reported,Low,false,false,Environmental conditions
SAFE00950,WA001,2024-05-01 02:00:00,Hazard Reported,high,false,false,Communication breakdown
SAFE00951,WA001,2024-09-19 02:00:00,Fall from Height,MEDIUM,false,false,Communication breakdown
SAFE00952,QLD001,2024-08-06 09:00:00,HAZARD REPORTED,HIGH,false,false,Inadequate training
SAFE00953,WA001,2024-09-16 04:00:00,EQUIPMENT COLLISION,Medium,false,false,Environmental conditions
SAFE00954,WA001,2024-08-29 16:00:00,Equipment Collision,high,false,false,Equipment malfunction
SAFE00955,WA001,2024-06-09 23:00:00,Incident - First Aid,Medium,false,false,Equipment malfunction
SAFE00956,WA001,2024-09-27 13:00:00,near miss,MEDIUM,false,false,Procedure not followed
SAFE00957,NSW001,2024-03-30 18:00:00,near miss,HIGH,false,false,Communication breakdown
SAFE00958,WA001,2024-06-09 05:00:00,Hazard Reported,LOW,false,false,Environmental conditions
SAFE00959,NSW001,2024-12-17 20:00:00,Incident - First Aid,Low,false,false,Inadequate training
SAFE00960,QLD001,2024-03-20 19:00:00,hazard reported,Medium,false,false,Equipment malfunction
SAFE00961,WA001,2024-11-13 19:00:00,confined space entry,Medium,false,false,Environmental conditions
SAFE00962,WA001,2024-01-02 04:00:00,Fall from Height,High,false,false,Communication breakdown
SAFE00963,NSW001,2024-01-15 09:00:00,Hazard Reported,high,false,false,Inadequate training
SAFE00964,QLD001,2024-12-03 06:00:00,SAFETY INSPECTION,Medium,false,false,Equipment malfunction
SAFE00965,QLD001,2024-05-11 14:00:00,INCIDENT - MINOR INJURY,LOW,false,false,Environmental conditions
SAFE00966,NSW001,2024-04-07 06:00:00,incident - first aid,Low,false,false,Environmental conditions
SAFE00967,WA001,2024-06-04 08:00:00,confined space entry,MEDIUM,false,false,Environmental conditions
SAFE00968,WA001,2024-12-06 20:00:00,Incident - Minor Injury,HIGH,false,false,Equipment malfunction
SAFE00969,WA001,2024-08-17 10:00:00,incident - first aid,LOW,false,false,Inadequate training
SAFE00970,QLD001,2024-05-23 02:00:00,equipment collision,MEDIUM,false,false,Procedure not followed
SAFE00971,WA001,2024-12-21 13:00:00,Safety Inspection,Low,false,false,Environmental conditions
SAFE00972,WA001,2024-06-24 19:00:00,Confined Space Entry,High,false,false,Inadequate training
SAFE00973,NSW001,2024-12-09 21:00:00,Equipment Collision,low,false,false,Equipment malfunction
SAFE00974,QLD001,2024-09-29 12:00:00,Hazard Reported,HIGH,false,false,Operator error
SAFE00975,WA001,2024-08-20 13:00:00,hazard reported,Medium,false,false,Inadequate training
SAFE00976,QLD001,2024-01-21 15:00:00,Safety Inspection,High,false,false,Operator error
SAFE00977,WA001,2024-09-22 07:00:00,incident - first aid,Medium,false,false,Communication breakdown
SAFE00978,QLD001,2024-01-24 07:00:00,Incident - Minor Injury,LOW,true,false,Environmental conditions
SAFE00979,QLD001,2024-10-25 23:00:00,hazard reported,low,false,false,Operator error
SAFE00980,WA001,2024-06-20 05:00:00,Incident - Minor Injury,Medium,false,false,Inadequate training
SAFE00981,NSW001,2024-01-20 21:00:00,Safety Inspection,LOW,false,false,Equipment malfunction
SAFE00982,WA001,2024-03-19 07:00:00,equipment collision,LOW,false,false,Equipment malfunction
SAFE00983,QLD001,2024-05-13 12:00:00,FALL FROM HEIGHT,High,false,false,Procedure not followed
SAFE00984,NSW001,2024-01-09 00:00:00,Hazard Reported,HIGH,false,false,Communication breakdown
SAFE00985,NSW001,2024-01-22 10:00:00,Incident - Minor Injury,Medium,false,false,Procedure not followed
SAFE00986,QLD001,2024-12-20 17:00:00,Incident - First Aid,LOW,false,false,Equipment malfunction
SAFE00987,WA001,2024-10-10 16:00:00,equipment collision,High,false,false,Procedure not followed
SAFE00988,WA001,2024-06-09 08:00:00,Near Miss,low,false,true,Procedure not followed
SAFE00989,NSW001,2024-08-17 11:00:00,Hazard Reported,HIGH,false,false,Environmental conditions
SAFE00990,NSW001,2024-08-30 22:00:00,confined space entry,MEDIUM,false,false,Environmental conditions
SAFE00991,WA001,2024-11-25 15:00:00,Near Miss,low,false,true,Inadequate training
SAFE00992,QLD001,2024-07-16 13:00:00,FALL FROM HEIGHT,Low,false,false,Procedure not followed
SAFE00993,WA001,2024-09-30 06:00:00,Hazard Reported,LOW,false,false,Procedure not followed
SAFE00994,NSW001,2024-10-10 18:00:00,Incident - Minor Injury,High,false,false,Inadequate training
SAFE00995,NSW001,2024-09-30 19:00:00,Confined Space Entry,Low,false,false,Communication breakdown
SAFE00996,WA001,2024-05-30 05:00:00,hazard reported,High,false,false,Inadequate training
SAFE00997,NSW001,2024-08-28 11:00:00,Incident - First Aid,high,false,false,Equipment malfunction
SAFE00998,QLD001,2024-04-25 10:00:00,Fall from Height,MEDIUM,false,false,Procedure not followed
SAFE00999,WA001,2024-01-02 18:00:00,Incident - Minor Injury,LOW,false,false,Environmental conditions
SAFE01000,WA001,2024-04-13 20:00:00,Fall from Height,high,false,false,Procedure not followed
